smiles,HOMO (eV),Bandgap (eV),Mw (kg/mol),PCE_ave
*c1cc2c(OCC(CC)CCCC)c3oc(-c4sc(*)c5c4C(=O)c4cc(CCCCCCCC)ccc4C5=O)cc3c(OCC(CC)CCCC)c2o1,-0.02,-0.32,-0.51,4.71
*c1cc2c(-c3ccc(OCC(CCCC)CCCCCC)c(F)c3)c3sc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3ccc(OCC(CCCC)CCCCCC)c(F)c3)c2s1,0.26,0.07,-0.42,6.9
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6cc(CCCCCCCCCC)c(CCCCCCCCCC)s6)c6sc(*)cc6c(-c6cc(CCCCCCCCCC)c(CCCCCCCCCC)s6)c5s4)s3)c3nsnc23)s1,-0.7,-0.42,0.28,5.4
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(CCCCCCCCCC)c(CCCCCCCCCC)s6)c6sc(*)cc6c(-c6cc(CCCCCCCCCC)c(CCCCCCCCCC)s6)c5s4)s3)c3nsnc23)s1,-0.02,-0.08,0.34,7.7
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6cc(CCCCCCCCCC)c(CCCCCCCCCC)s6)c6sc(*)cc6c(-c6cc(CCCCCCCCCC)c(CCCCCCCCCC)s6)c5s4)o3)c3nsnc23)o1,0.12,0.26,-0.24,3.7
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(CCCCCCCCCC)c(CCCCCCCCCC)s6)c6sc(*)cc6c(-c6cc(CCCCCCCCCC)c(CCCCCCCCCC)s6)c5s4)o3)c3nsnc23)o1,-0.24,-0.17,-0.08,4.4
*c1cc2c(-c3cc(CCCCCC)c(-c4sc(CCCCCC)cc4CCCCCC)s3)c3sc(-c4c(F)c(F)c(*)c5nsnc45)cc3c(-c3cc(CCCCCC)c(-c4sc(CCCCCC)cc4CCCCCC)s3)c2s1,1.39,-0.03,-0.35,0.41
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6cc(CCCCCC)c(-c7sc(CCCCCC)cc7CCCCCC)s6)c6sc(*)cc6c(-c6cc(CCCCCC)c(-c7sc(CCCCCC)cc7CCCCCC)s6)c5s4)s3)c3nsnc23)s1,0.62,-0.13,-0.06,3.43
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(CCCCCC)c(-c7sc(CCCCCC)cc7CCCCCC)s6)c6sc(*)cc6c(-c6cc(CCCCCC)c(-c7sc(CCCCCC)cc7CCCCCC)s6)c5s4)s3)c3nsnc23)s1,0.85,-0.32,-0.23,2.82
*c1cc2c(-c3ccc(CCC(CCCC)CCCCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3ccc(CCC(CCCC)CCCCCC)s3)c2s1,1.21,0.22,-0.41,3.29
*c1cc2c(-c3ccc(OCC(CCCC)CCCCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3ccc(OCC(CCCC)CCCCCC)s3)c2s1,0.67,0.36,-0.32,4.26
*c1cc2c(-c3ccc(CC(CCCC)CCCCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3ccc(C[C@@H](CCCC)CCCCCC)s3)c2s1,0.98,0.17,-0.45,6.16
*c1cc2c(-c3ccc(OCC(CCCC)CCCCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3ccc(OC[C@@H](CCCC)CCCCCC)s3)c2s1,0.35,0.02,-0.44,3.31
*c1cc2c(OCC(CC)CCCC)c3sc(-c4[se]c(*)c5[se]c(C(=O)OCC(CC)CCCC)cc45)cc3c(OCC(CC)CCCC)c2s1,-1.29,-0.56,-0.54,5.39
*c1cc2c(OCC(CC)CCCC)c3[se]c(-c4[se]c(*)c5[se]c(C(=O)OCC(CC)CCCC)cc45)cc3c(OCC(CC)CCCC)c2[se]1,-1.33,-0.56,-0.35,6.46
*c1cc2c(OCC(CC)CCCC)c3[se]c(-c4sc(*)c5sc(C(=O)OCC(CC)CCCC)cc45)cc3c(OCC(CC)CCCC)c2[se]1,-1.29,-0.56,-0.27,5.84
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nonc23)s1,0.57,0.31,1.13,5.76
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3n[se]nc23)s1,-0.2,-0.13,0.49,3.25
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(*)[se]6)c6nsnc56)[se]4)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,0.3,-0.13,0.95,4.61
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)[se]6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)[se]6)c5s4)s3)c3nsnc23)s1,0.57,0.31,1.33,7.52
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(*)[se]6)c6n[se]nc56)[se]4)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-0.2,-0.76,0.21,2.87
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)[se]6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)[se]6)c5s4)s3)c3n[se]nc23)s1,-0.2,-0.13,0.51,3.88
*c1cc2c(-c3ccc(CC(CC)CCCC)[se]3)c3sc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(*)[se]6)c6nsnc56)[se]4)cc3c(-c3ccc(CC(CC)CCCC)[se]3)c2s1,0.3,-0.13,0.77,3.26
*c1cc2c(-c3ccc(CC(CC)CCCC)[se]3)c3sc(-c4ccc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6ccc(*)[se]6)c6n[se]nc56)[se]4)cc3c(-c3ccc(CC(CC)CCCC)[se]3)c2s1,-0.2,-0.76,-0.02,2.38
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,0.03,0.12,-0.42,5.06
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6n[se]nc56)cc4CC(CC)CCCC)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-0.15,-0.27,-0.36,2.2
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)o3)c3nonc23)o1,0.03,0.65,-0.11,5.6
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)o3)c3nonc23)o1,0.48,0.46,-0.22,4.5
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)o6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)o6)c5s4)o3)c3nonc23)o1,0.3,0.26,-0.03,6.5
*c1ccc2c(c1)N(C[C@H](CCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c2cc(-c3cc(CCCCCCCCCC)c(-c4oc5cc6c(CCCCCCCCCC)c(-c7sc(*)cc7CCCCCCCCCC)oc6cc5c4CCCCCCCCCC)s3)ccc21,1.66,-0.56,-0.1,0.59
*c1ccc2c(c1)N(C[C@H](CCCCCCCC)CCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c2cc(-c3sc(-c4oc5cc6c(CCCCCCCCCC)c(-c7cc(CCCCCCCCCC)c(*)s7)oc6cc5c4CCCCCCCCCC)cc3CCCCCCCCCC)ccc21,1.66,-0.08,-0.41,0.3
*c1cc2c(OC[C@@H](CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2s1,0.26,0.56,0.02,4.8
*c1cc2c(CC[C@@H](CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(CCC(CC)CCCC)c2s1,1.53,1.04,-0.18,0.8
*c1cc2c(OC[C@@H](CC)CCCC)c3sc(-c4sc(*)c5cc6c(cc45)C(=O)N(CCCCCCCC)C6=O)cc3c(OCC(CC)CCCC)c2s1,0.17,-1.39,0.08,2.1
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2s1,1.03,0.41,-0.44,5.2
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(CC(CC)CCCC)C5=O)cc3c(OCC(CC)CCCC)c2s1,1.48,0.6,-0.27,2.6
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2s1,1.21,0.6,-0.39,4.8
*c1ccc(-c2sc(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)s1,0.71,0.6,-0.56,0.95
*c1cc(CCCCCCCC)c(-c2sc(-c3sc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)cc3CCCCCCCC)c3c2C(=O)N(CCCCCCCC)C3=O)s1,1.03,0.8,2.01,3.9
*c1cc(CC)c(-c2sc(-c3sc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)cc3CC)c3c2C(=O)N(CCCCCCCC)C3=O)s1,0.94,0.6,-0.38,3.5
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(-c5sc(-c6cc(CCCCCCCC)c(*)s6)c6c5C(=O)N(CCCCCCCC)C6=O)cc4CCCCCCCC)cc3c(OCC(CC)CCCC)c2s1,1.48,0.7,-0.34,0.2
*c1cc(CCCCCCCC)c(-c2sc(-c3sc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)cc3CCCCCCCC)c3c2C(=O)N(CCCCCCCCCCCC)C3=O)s1,1.03,0.8,0.03,3.6
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(-c5sc(-c6cc(CCCCCCCC)c(*)s6)c6c5C(=O)N(CCCCCCCCCCCC)C6=O)cc4CCCCCCCC)cc3c(OCC(CC)CCCC)c2s1,1.8,0.85,-0.27,0.7
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5c4C(=O)N(C(C)=O)C5=O)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,0.35,0.36,-0.34,6.1
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5c4C(=O)N(C(=O)CCC)C5=O)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,0.35,0.36,-0.25,6.5
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5c4C(=O)N(C(=O)CCCCCCC)C5=O)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,0.35,0.36,-0.11,6.7
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5c4C(=O)N(C(=O)CCCCCCCCCCC)C5=O)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,0.35,0.36,0.03,4.6
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5c4C(=O)N(C(=O)CCCCCCCCCCCCC)C5=O)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,0.35,0.36,-0.08,4.1
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-0.2,0.8,-0.28,6.5
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3c2C(=O)N(CCCCCCCC)C3=O)s1,0.94,0.65,-0.4,3.87
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5sc(-c6cc(CCCCCC)c(*)s6)c6c5C(=O)N(CCCCCCCC)C6=O)cc4CCCCCC)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,-0.15,0.7,-0.48,6.08
*c1ccc(-c2ccc(-c3c(=O)n4c5ccc(OCC(CCCCCCCC)CCCCCCCCCC)cc5c5c(-c6ccc(*)s6)c(=O)n6c7ccc(OCC(CCCCCCCC)CCCCCCCCCC)cc7c3c6c54)s2)s1,-4.96,-0.71,-0.29,2.35
*c1cc2c(-c3cc(CCCCCC)c(-c4sc(CCCCCC)cc4CCCCCC)s3)c3sc(-c4ccc(*)c5nsnc45)cc3c(-c3cc(CCCCCC)c(-c4sc(CCCCCC)cc4CCCCCC)s3)c2s1,0.89,-0.13,0.64,2.38
*c1cc2c(-c3cc(CCCCCC)c(-c4sc(CCCCCC)cc4CCCCCC)s3)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCC)C5=O)cc3c(-c3cc(CCCCCC)c(-c4sc(CCCCCC)cc4CCCCCC)s3)c2s1,0.85,-0.08,-0.13,1.18
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(-c7cccc(OCC(CC)CCCC)c7)s6)c6sc(*)cc6c(-c6ccc(-c7cccc(OCC(CC)CCCC)c7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)s1,0.39,0.22,-0.39,7.02
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(-c6ccc(-c7cccc(OCC(CC)CCCC)c7)s6)c6sc(*)cc6c(-c6ccc(-c7cccc(OCC(CC)CCCC)c7)s6)c5s4)s3)c3nsnc23)s1,0.03,0.12,-0.42,1.68
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3c2C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)s1,0.44,0.8,-0.35,4.74
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(/C=C/c7ccc(CC(CC)CCCC)s7)s6)c6sc(*)cc6c(-c6ccc(/C=C/c7ccc(CC(CC)CCCC)s7)s6)c5s4)s3)c3c2C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)s1,0.3,0.75,-0.23,5.97
*c1cc2c(OCC(CCCC)CCCCCC)c3sc(-c4sc(*)c5cc(C(=O)OC)c(C(=O)OC)cc45)cc3c(OCC(CCCC)CCCCCC)c2s1,1.17,-0.56,-0.27,2.7
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5cc6c(cc45)C(=O)N(CCCCCCCC)C6=O)cc3c(OCC(CC)CCCC)c2s1,1.48,-0.86,-0.35,2.88
*c1cc2c(OCCCCCCCC)c3sc(-c4sc(*)c5cc6c(cc45)C(=O)N(CC(CC)CCCC)C6=O)cc3c(OCCCCCCCC)c2s1,1.35,-1,0.56,3.01
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5cc6c(cc45)C(=O)N(CC(CC)CCCC)C6=O)cc3c(OCC(CC)CCCC)c2s1,1.62,-0.71,0.65,3.01
*c1cc2c(OCCCCCCCC)c3sc(-c4sc(*)c5cc6c(cc45)C(=O)N(CCCCCCCC)C6=O)cc3c(OCCCCCCCC)c2s1,1.39,-0.91,0.51,1.32
*c1cc2c(OCCCCCCCC)c3sc(-c4sc(*)c5sc6c(c45)C(=O)N(CCCCCCCC)C6=O)cc3c(OCCCCCCCC)c2s1,-0.47,-1.64,-0.34,4.5
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5sc6c(c45)C(=O)N(CCCCCCCC)C6=O)cc3c(OC[C@H](CC)CCCC)c2s1,0.17,-1.64,-0.24,5.1
*c1ccc(-c2sc(-c3ccc(-c4cc5c(OC[C@H](CCCCCC)CCCCCCCC)c6sc(*)cc6c(OCC(CCCCCC)CCCCCCCC)c5s4)s3)c3cc4c(cc23)C(=O)N(CC(CC)CCCC)C4=O)s1,0.3,-0.91,-0.27,3.12
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4S(=O)(=O)N(CCCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2s1,0.48,0.46,-0.4,3.28
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4S(=O)(=O)N(CC(CC)CCCC)C5=O)cc3c(OCC(CC)CCCC)c2s1,0.85,0.65,-0.42,3.05
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(CCCCCCCC)C5=O)cc3c(OCC(CC)CCCC)c2s1,0.21,0.6,-0.38,5.97
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(CC(CC)CCCC)C5=O)cc3c(OCC(CC)CCCC)c2s1,0.3,0.6,-0.45,4.48
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4CC(C(=O)OCC)(C(=O)OCC)C5)cc3c(OCC(CC)CCCC)c2s1,-0.38,2.26,-0.44,1.13
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)C=C5)cc3c(OCC(CC)CCCC)c2s1,0.3,0.65,-0.47,3.9
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)C(=C(C)C)C5=O)cc3c(OCC(CC)CCCC)c2s1,0.39,0.17,-0.46,4.84
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)C(F)(F)C5=O)cc3c(OCC(CC)CCCC)c2s1,0.53,-0.71,-0.49,0.27
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)N(c4ccc(CCCCCCCC)cc4)C5=O)cc3c(OCC(CC)CCCC)c2s1,0.12,0.65,-0.22,6.78
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5c4C(=O)N(c4ccc(CCCCCCCC)cc4)C5=O)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,1.17,0.31,-0.46,6.18
*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(*)c5c4C(=O)c4ccc(CCCCCCCC)cc4C5=O)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,1.21,0.36,-0.33,3.35
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(*)c5c4C(=O)c4cc(CCCCCC)sc4C5=O)cc3c(OCC(CC)CCCC)c2s1,0.71,0.31,-0.36,2.18
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)c3cc(CCCCCC)sc3C4=O)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,-0.02,-0.42,-0.55,4.33
*c1cc2c(-c3ccc(CC(CC)CCCC)cc3)c3oc(-c4ccc(-c5sc(-c6ccc(*)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)cc3c(-c3ccc(CC(CC)CCCC)cc3)c2o1,-2.69,0.56,-0.41,8.87
*c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)cc6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)cc6)c5s4)s3)c3c2C(=O)c2c(CC(CC)CCCC)sc(CC(CC)CCCC)c2C3=O)s1,-2.42,0.46,-0.24,8
*c1ccc(-c2ccc(*)c3nc(-c4ccc(OCCCCCCCC)cc4)c(-c4ccc(OCCCCCCCC)cc4)nc23)s1,1.07,-0.32,-0.4,3.3
*c1cc2c(OCC(CC)CCCC)c3sc(-c4ccc(*)c5nc(-c6ccc(OCCCCCCCC)cc6)c(-c6ccc(OCCCCCCCC)cc6)nc45)cc3c(OCC(CC)CCCC)c2s1,0.35,0.31,4.1,1.9
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)s3)c3nc(-c4ccc(OCCCCCCCC)cc4)c(-c4ccc(OCCCCCCCC)cc4)nc23)s1,0.44,-0.17,-0.08,2.3
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6sc(*)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5s4)s3)c3nc(-c4ccc(OCCCCCCCC)cc4)c(-c4ccc(OCCCCCCCC)cc4)nc23)s1,0.67,0.46,-0.07,1.56
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6sc(*)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5s4)s3)c3nc(-c4ccc(OCCCCCCCC)cc4)c(-c4ccc(OCCCCCCCC)cc4)nc23)s1,1.3,0.65,-0.34,6.08
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(OCCCCCCCC)c6sc(*)cc6c(OCCCCCCCC)c5s4)s3)c3nc(-c4ccc(-c5cc(CCCCCCCC)cs5)cc4)c(-c4ccc(-c5cc(CCCCCCCC)cs5)cc4)nc23)s1,-1.01,-0.47,-0.57,4.39
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(OCCCCCCCC)c6sc(*)cc6c(OCCCCCCCC)c5s4)s3)c3nc(-c4ccc(-c5cc(CCCCCCCC)c(-c6cc(CCCCCCCC)cs6)s5)cc4)c(-c4ccc(-c5cc(CCCCCCCC)c(-c6cc(CCCCCCCC)cs6)s5)cc4)nc23)s1,-0.7,-0.47,-0.55,3.58
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(OCCCCCCCC)c6sc(*)cc6c(OCCCCCCCC)c5s4)s3)c3nc(-c4ccc(CCCCCC)s4)c(-c4ccc(CCCCCC)s4)nc23)s1,-1.56,-0.52,-0.47,2.62
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(OCCCCCCCC)c6sc(*)cc6c(OCCCCCCCC)c5s4)s3)c3nc(-c4ccc(-c5cc(CCCCCCCC)cs5)s4)c(-c4ccc(-c5cc(CCCCCCCC)cs5)s4)nc23)s1,-1.15,-0.47,-0.03,1.52
*c1ccc(-c2c3nsnc3c(-c3ccc(-c4cc5c(OCCCCCCCCCCCC)c6sc(*)cc6c(OCCCCCCCCCCCC)c5s4)s3)c3nc(CC(CC)CCCC)c(C[C@H](CC)CCCC)nc23)s1,-0.79,-1.64,-0.37,5.12
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)s3)c3nc(-c4cccc(OCCCCCC)c4)c(-c4cccc(OCCCCCC)c4)nc23)s1,0.85,0.07,-0.14,7.8
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)s3)c3nc(-c4cccc(OCC(CC)CCCC)c4)c(-c4cccc(OC[C@H](CC)CCCC)c4)nc23)s1,-0.97,0.12,0.69,3.06
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nc(-c4cccc(OCC(CC)CCCC)c4)c(-c4cccc(OC[C@H](CC)CCCC)c4)nc23)s1,-0.97,-0.22,-0.07,5
*c1cc2c(-c3ccc(CCCCCC)s3)c3sc(-c4ccc(*)c5nc(-c6ccc(CCCCCC)s6)c(-c6ccc(CCCCCC)s6)nc45)cc3c(-c3ccc(CCCCCC)s3)c2s1,0.08,0.02,-0.54,3.9
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(OC[C@H](CC)CCCC)c6sc(*)cc6c(OCC(CC)CCCC)c5s4)s3)c3nc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)nc23)s1,-0.2,0.9,-0.48,4.44
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)nc23)s1,0.35,0.51,-0.51,6.31
*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)s1,0.8,0.31,0.05,6.9
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6ccc(CCCCCCCCCCCC)s6)c6sc(*)cc6c(-c6ccc(CCCCCCCCCCCC)s6)c5s4)s3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)s1,-1.6,0.41,-0.01,2.9
*c1ccc(-c2c(F)cc(-c3ccc(-c4cc5c(-c6ccc(CCCCCCCCCCCC)s6)c6sc(*)cc6c(-c6ccc(CCCCCCCCCCCC)s6)c5s4)s3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)s1,-1.2,0.41,0,3.1
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CCCCCCCCCCCC)s6)c6sc(*)cc6c(-c6ccc(CCCCCCCCCCCC)s6)c5s4)s3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)s1,-1.15,0.46,0.08,3.7
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(OCC(CC)CCCC)cc6)c6sc(*)cc6c(-c6ccc(OC[C@@H](CC)CCCC)cc6)c5s4)s3)c3nc(-c4ccc(OCC(CC)CCCC)cc4)c(-c4ccc(OC[C@@H](CC)CCCC)cc4)nc23)s1,0.08,0.56,-0.34,3.96
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(*)cc6c(-c6ccc(C[C@@H](CC)CCCC)s6)c5s4)s3)c3nc(-c4ccc(OCC(CC)CCCC)cc4)c(-c4ccc(OC[C@@H](CC)CCCC)cc4)nc23)s1,-0.38,0.31,-0.19,6.08
